id_registro,fecha_movimiento,personal_rol,personal_especialidad,area_nombre,cama_serie,cama_tipo,cama_tiene_sabana,cama_esta_ocupada
REG-104930,2026-05-03 07:55:50,MEDICO,Cirujano General,Finanzas,CAM-117,Camilla de Transporte,,NO
REG-104931,2026-05-03 07:56:25,MEDICO,Cirujano General,Urgencias,CAM-146,Camilla de Transporte,SI,Ocupada
REG-104932,2026-05-03 07:57:00,ADMINISTRATIVO,,Pasillo Urgencias,CAM-448,camilla,SI,Ocupada
REG-104933,2026-05-03 07:57:35,FINANZAS,Contabilidad,Area Administrativa,CAM-217,Camilla de Transporte,no,NO
REG-104934,2026-05-03 07:58:10,ADMINISTRATIVO,Admitido,URGENCIAS,CAM-423,Cuna Pediatrica,no,NO
REG-104935,2026-05-03 07:58:45,FINANZAS,contabilidad,Pasillo Urgencias,CAM-988,Cuna Pediatrica,,NO
REG-104936,2026-05-03 07:59:20,MEDICO,urgenciologo,Urgencias,CAM-939,Hospitalaria Estandar,NO,NO
REG-104937,2026-05-03 07:59:55,ADMINISTRATIVO,Admitido,Uci Pediatria,CAM-721,Cuna Pediatrica,SI,Ocupada
REG-104938,2026-05-03 08:00:30,FINANZAS,contabilidad,sala de operaciones,,camilla,SI,Desocupada
REG-104939,2026-05-03 08:01:05,ADMINISTRATIVO,facturacion,Atencion Prioritaria,CAM-454,Cama UCI Electrica,Si,Ocupada
REG-104940,2026-05-03 08:01:40,FINANZAS,contabilidad,sala de operaciones,CAM-219,camilla,NO,Ocupada
REG-104941,2026-05-03 08:02:15,MEDICO,CIRUJANO,atencion prioritaria,CAM-625,camilla,SÍ,NO
REG-104942,2026-05-03 08:02:50,ADMINISTRATIVO,Facturacion,Finanzas,CAM-995,Cama UCI Electrica,,Desocupada
REG-104943,2026-05-03 08:03:25,ADMINISTRATIVO,facturacion,atencion prioritaria,CAM-396,camilla,SÍ,Desocupada
REG-104944,2026-05-03 08:04:00,MEDICO,CIRUJANO,URGENCIAS,CAM-629,camilla,,Ocupada
REG-104945,2026-05-03 08:04:35,FINANZAS,Costos e Insumos,UCI Adultos,CAM-996,Camilla de Transporte,,NO
REG-104946,2026-05-03 08:05:10,ADMINISTRATIVO,facturacion,Urgencias,CAM-235,camilla,Si,Desocupada
REG-104947,2026-05-03 08:05:45,FINANZAS,contabilidad,atencion prioritaria,CAM-884,Hospitalaria Estandar,Si,Desocupada
REG-104948,2026-05-03 08:06:20,MEDICO,Anestesiologo,UCI Adultos,,Hospitalaria Estandar,Si,NO
REG-104949,2026-05-03 08:06:55,ADMINISTRATIVO,Auditoria Medica,Atencion Prioritaria,CAM-393,Camilla de Transporte,SÍ,Desocupada
REG-104950,2026-05-03 08:07:30,FINANZAS,Tesoreria,atencion prioritaria,CAM-782,Camilla de Transporte,,SI
REG-104951,2026-05-03 08:08:05,ADMINISTRATIVO,Talento Humano,Pasillo Urgencias,CAM-489,Cama UCI Electrica,Si,Desocupada
REG-104952,2026-05-03 08:08:40,MEDICO,Cirujano General,UCI Adultos,CAM-689,Hospitalaria Estandar,Si,NO
REG-104953,2026-05-03 08:09:15,FINANZAS,contabilidad,Finanzas,CAM-900,Cuna Pediatrica,,SI
REG-104954,2026-05-03 08:09:50,ADMINISTRATIVO,Facturacion,Finanzas,CAM-185,Cuna Pediatrica,no,Ocupada
REG-104955,2026-05-03 08:10:25,ADMINISTRATIVO,Auditoria Medica,atencion prioritaria,CAM-616,,NO,Ocupada
REG-104956,2026-05-03 08:11:00,ADMINISTRATIVO,Admitido,Piso 3 - Hospitalizacion,CAM-245,Camilla de Transporte,SÍ,SI
REG-104957,2026-05-03 08:11:35,ADMINISTRATIVO,Talento Humano,Finanzas,CAM-512,camilla,SI,Desocupada
REG-104958,2026-05-03 08:12:10,FINANZAS,Tesoreria,Pasillo Urgencias,CAM-239,Cuna Pediatrica,Si,Desocupada
REG-104959,2026-05-03 08:12:45,MEDICO,Anestesiologo,Urgencias,CAM-849,Cama UCI Electrica,no,Desocupada
REG-104960,2026-05-03 08:13:20,FINANZAS,Costos e Insumos,Atencion Prioritaria,CAM-140,Camilla de Transporte,no,Ocupada
REG-104961,2026-05-03 08:13:55,ADMINISTRATIVO,facturacion,sala de operaciones,CAM-569,Cuna Pediatrica,,Ocupada
REG-104962,2026-05-03 08:14:30,ADMINISTRATIVO,facturacion,Piso 3 - Hospitalizacion,CAM-248,Cama UCI Electrica,Si,Desocupada
REG-104963,2026-05-03 08:15:05,ADMINISTRATIVO,Auditoria Medica,SALA DE OPERACIONES,CAM-249,Cama UCI Electrica,no,NO
REG-104964,2026-05-03 08:15:40,FINANZAS,Tesoreria,URGENCIAS,CAM-182,Camilla de Transporte,,SI
REG-104965,2026-05-03 08:16:15,MEDICO,CIRUJANO,URGENCIAS,CAM-667,Cuna Pediatrica,SÍ,Ocupada
REG-104966,2026-05-03 08:16:50,FINANZAS,Costos e Insumos,Pasillo Urgencias,CAM-517,Camilla de Transporte,,NO
REG-104967,2026-05-03 08:17:25,FINANZAS,Costos e Insumos,URGENCIAS,CAM-313,Hospitalaria Estandar,NO,Ocupada
REG-104968,2026-05-03 08:18:00,FINANZAS,Contabilidad,URGENCIAS,,Hospitalaria Estandar,SÍ,SI
REG-104969,2026-05-03 08:18:35,ADMINISTRATIVO,facturacion,Pasillo Urgencias,CAM-288,Camilla de Transporte,Si,Desocupada
REG-104970,2026-05-03 08:19:10,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-933,Cuna Pediatrica,SÍ,SI
REG-104971,2026-05-03 08:19:45,FINANZAS,Tesoreria,sala de operaciones,CAM-615,Cama UCI Electrica,,Desocupada
REG-104972,2026-05-03 08:20:20,MEDICO,urgenciologo,Finanzas,CAM-930,Cama UCI Electrica,SI,Desocupada
REG-104973,2026-05-03 08:20:55,MEDICO,Urgenciologo,UCI Adultos,CAM-436,Cuna Pediatrica,no,Ocupada
REG-104974,2026-05-03 08:21:30,FINANZAS,contabilidad,sala de operaciones,CAM-275,camilla,SI,Desocupada
REG-104975,2026-05-03 08:22:05,ADMINISTRATIVO,facturacion,URGENCIAS,CAM-697,camilla,no,Desocupada
REG-104976,2026-05-03 08:22:40,ADMINISTRATIVO,facturacion,Piso 3 - Hospitalizacion,CAM-422,Hospitalaria Estandar,,Ocupada
REG-104977,2026-05-03 08:23:15,MEDICO,Cirujano General,sala de operaciones,CAM-819,Camilla de Transporte,SI,SI
REG-104978,2026-05-03 08:23:50,MEDICO,Urgenciologo,Pasillo Urgencias,CAM-411,Camilla de Transporte,no,NO
REG-104979,2026-05-03 08:24:25,FINANZAS,Talento Humano,SALA DE OPERACIONES,CAM-362,camilla,,SI
REG-104980,2026-05-03 08:25:00,FINANZAS,contabilidad,Pasillo Urgencias,CAM-692,camilla,Si,NO
REG-104981,2026-05-03 08:25:35,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-845,Camilla de Transporte,SÍ,SI
REG-104982,2026-05-03 08:26:10,MEDICO,urgenciologo,atencion prioritaria,CAM-249,Hospitalaria Estandar,no,SI
REG-104983,2026-05-03 08:26:45,FINANZAS,contabilidad,URGENCIAS,,camilla,,Desocupada
REG-104984,2026-05-03 08:27:20,FINANZAS,Tesoreria,SALA DE OPERACIONES,CAM-805,Cama UCI Electrica,SÍ,SI
REG-104985,2026-05-03 08:27:55,FINANZAS,Contabilidad,Finanzas,CAM-730,Cama UCI Electrica,,Desocupada
REG-104986,2026-05-03 08:28:30,MEDICO,Anestesiologo,Pasillo Urgencias,CAM-213,Hospitalaria Estandar,no,Ocupada
REG-104987,2026-05-03 08:29:05,ADMINISTRATIVO,Facturacion,Pasillo Urgencias,CAM-192,Camilla de Transporte,SI,SI
REG-104988,2026-05-03 08:29:40,ADMINISTRATIVO,Facturacion,atencion prioritaria,CAM-633,Cuna Pediatrica,SI,NO
REG-104989,2026-05-03 08:30:15,FINANZAS,contabilidad,atencion prioritaria,,Cuna Pediatrica,SI,Desocupada
REG-104990,2026-05-03 08:30:50,FINANZAS,Costos e Insumos,Area Administrativa,CAM-103,Hospitalaria Estandar,NO,Ocupada
REG-104991,2026-05-03 08:31:25,MEDICO,Anestesiologo,sala de operaciones,CAM-355,Cuna Pediatrica,no,SI
REG-104992,2026-05-03 08:32:00,MEDICO,Anestesiologo,sala de operaciones,CAM-531,Cama UCI Electrica,SI,Desocupada
REG-104993,2026-05-03 08:32:35,ADMINISTRATIVO,Facturacion,URGENCIAS,CAM-348,Hospitalaria Estandar,SI,Desocupada
REG-104994,2026-05-03 08:33:10,ADMINISTRATIVO,,Area Administrativa,CAM-225,Cuna Pediatrica,NO,Desocupada
REG-104995,2026-05-03 08:33:45,MEDICO,Urgenciologo,URGENCIAS,CAM-275,Cama UCI Electrica,,NO
REG-104996,2026-05-03 08:34:20,FINANZAS,contabilidad,Uci Pediatria,CAM-367,Cuna Pediatrica,SÍ,SI
REG-104997,2026-05-03 08:34:55,FINANZAS,Tesoreria,Uci Pediatria,CAM-892,Cuna Pediatrica,SÍ,Ocupada
REG-104998,2026-05-03 08:35:30,ADMINISTRATIVO,Admitido,SALA DE OPERACIONES,CAM-533,Cuna Pediatrica,,Ocupada
REG-104999,2026-05-03 08:36:05,MEDICO,Cirujano General,Area Administrativa,CAM-976,Camilla de Transporte,,Desocupada
REG-105000,2026-05-03 08:36:40,MEDICO,Pediatra,Atencion Prioritaria,CAM-364,Camilla de Transporte,SÍ,Desocupada
REG-105001,2026-05-03 08:37:15,ADMINISTRATIVO,Talento Humano,URGENCIAS,CAM-456,Hospitalaria Estandar,NO,Ocupada
REG-105002,2026-05-03 08:37:50,ADMINISTRATIVO,facturacion,UCI Adultos,CAM-911,camilla,,SI
REG-105003,2026-05-03 08:38:25,FINANZAS,urgenciologo,SALA DE OPERACIONES,CAM-897,Cama UCI Electrica,,Desocupada
REG-105004,2026-05-03 08:39:00,MEDICO,urgenciologo,Finanzas,,Cama UCI Electrica,,Ocupada
REG-105005,2026-05-03 08:39:35,FINANZAS,Costos e Insumos,Finanzas,CAM-755,Cama UCI Electrica,NO,SI
REG-105006,2026-05-03 08:40:10,ADMINISTRATIVO,facturacion,Urgencias,CAM-560,Camilla de Transporte,Si,NO
REG-105007,2026-05-03 08:40:45,MEDICO,Cirujano General,UCI Adultos,CAM-440,Camilla de Transporte,SÍ,Desocupada
REG-105008,2026-05-03 08:41:20,MEDICO,Anestesiologo,Area Administrativa,CAM-845,Hospitalaria Estandar,no,Desocupada
REG-105009,2026-05-03 08:41:55,ADMINISTRATIVO,Facturacion,Piso 3 - Hospitalizacion,CAM-307,Cuna Pediatrica,,SI
REG-105010,2026-05-03 08:42:30,ADMINISTRATIVO,Facturacion,Piso 3 - Hospitalizacion,CAM-343,Camilla de Transporte,NO,SI
REG-105011,2026-05-03 08:43:05,ADMINISTRATIVO,Facturacion,UCI Adultos,CAM-349,Hospitalaria Estandar,,NO
REG-105012,2026-05-03 08:43:40,ADMINISTRATIVO,Admitido,URGENCIAS,CAM-519,Cama UCI Electrica,SI,SI
REG-105013,2026-05-03 08:44:15,MEDICO,Cirujano General,Area Administrativa,CAM-495,Camilla de Transporte,no,NO
REG-105014,2026-05-03 08:44:50,ADMINISTRATIVO,facturacion,Atencion Prioritaria,CAM-819,Camilla de Transporte,SI,NO
REG-105015,2026-05-03 08:45:25,MEDICO,Pediatra,Area Administrativa,CAM-144,Hospitalaria Estandar,SI,NO
REG-105016,2026-05-03 08:46:00,FINANZAS,contabilidad,Uci Pediatria,CAM-585,camilla,SÍ,NO
REG-105017,2026-05-03 08:46:35,ADMINISTRATIVO,Admitido,Finanzas,CAM-711,Hospitalaria Estandar,SI,Desocupada
REG-105018,2026-05-03 08:47:10,FINANZAS,Contabilidad,SALA DE OPERACIONES,CAM-975,Hospitalaria Estandar,,NO
REG-105019,2026-05-03 08:47:45,ADMINISTRATIVO,Admitido,SALA DE OPERACIONES,CAM-814,camilla,,SI
REG-105020,2026-05-03 08:48:20,MEDICO,Cirujano General,Urgencias,CAM-285,Hospitalaria Estandar,,NO
REG-105021,2026-05-03 08:48:55,MEDICO,Cirujano General,Atencion Prioritaria,CAM-933,Hospitalaria Estandar,no,NO
REG-105022,2026-05-03 08:49:30,ADMINISTRATIVO,Admitido,atencion prioritaria,CAM-664,camilla,Si,NO
REG-105023,2026-05-03 08:50:05,FINANZAS,Tesoreria,Atencion Prioritaria,CAM-194,Cuna Pediatrica,Si,SI
REG-105024,2026-05-03 08:50:40,ADMINISTRATIVO,Admitido,SALA DE OPERACIONES,CAM-480,Hospitalaria Estandar,NO,Desocupada
REG-105025,2026-05-03 08:51:15,ADMINISTRATIVO,Admitido,Atencion Prioritaria,CAM-243,Hospitalaria Estandar,SI,NO
REG-105026,2026-05-03 08:51:50,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-679,Cama UCI Electrica,no,SI
REG-105027,2026-05-03 08:52:25,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-822,Cama UCI Electrica,,Ocupada
REG-105028,2026-05-03 08:53:00,ADMINISTRATIVO,Facturacion,Urgencias,CAM-715,Camilla de Transporte,Si,SI
REG-105029,2026-05-03 08:53:35,MEDICO,Anestesiologo,Atencion Prioritaria,CAM-987,Cama UCI Electrica,,Ocupada
REG-105030,2026-05-03 08:54:10,FINANZAS,Contabilidad,UCI Adultos,CAM-758,Cuna Pediatrica,no,SI
REG-105031,2026-05-03 08:54:45,MEDICO,Urgenciologo,Atencion Prioritaria,CAM-474,,SI,SI
REG-105032,2026-05-03 08:55:20,FINANZAS,Tesoreria,Finanzas,CAM-823,Cuna Pediatrica,SÍ,Ocupada
REG-105033,2026-05-03 08:55:55,FINANZAS,Contabilidad,Uci Pediatria,CAM-975,Cama UCI Electrica,NO,Desocupada
REG-105034,2026-05-03 08:56:30,ADMINISTRATIVO,Auditoria Medica,sala de operaciones,CAM-528,Camilla de Transporte,SI,Desocupada
REG-105035,2026-05-03 08:57:05,ADMINISTRATIVO,Auditoria Medica,Urgencias,CAM-260,Cama UCI Electrica,NO,SI
REG-105036,2026-05-03 08:57:40,FINANZAS,Contabilidad,Uci Pediatria,CAM-322,Hospitalaria Estandar,no,Desocupada
REG-105037,2026-05-03 08:58:15,MEDICO,,Pasillo Urgencias,CAM-733,camilla,SÍ,SI
REG-105038,2026-05-03 08:58:50,FINANZAS,contabilidad,URGENCIAS,CAM-782,Hospitalaria Estandar,SI,Desocupada
REG-105039,2026-05-03 08:59:25,FINANZAS,Tesoreria,Uci Pediatria,CAM-991,Hospitalaria Estandar,,NO
REG-105040,2026-05-03 09:00:00,ADMINISTRATIVO,facturacion,Atencion Prioritaria,CAM-516,Hospitalaria Estandar,,NO
REG-105041,2026-05-03 09:00:35,MEDICO,Anestesiologo,Urgencias,CAM-401,Hospitalaria Estandar,SÍ,NO
REG-105042,2026-05-03 09:01:10,ADMINISTRATIVO,Talento Humano,Finanzas,CAM-735,Camilla de Transporte,SÍ,SI
REG-105043,2026-05-03 09:01:45,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-155,camilla,Si,SI
REG-105044,2026-05-03 09:02:20,MEDICO,Urgenciologo,Finanzas,,Hospitalaria Estandar,Si,NO
REG-105045,2026-05-03 09:02:55,MEDICO,Anestesiologo,sala de operaciones,CAM-693,Cama UCI Electrica,Si,Desocupada
REG-105046,2026-05-03 09:03:30,ADMINISTRATIVO,Facturacion,Finanzas,CAM-960,Cuna Pediatrica,NO,Desocupada
REG-105047,2026-05-03 09:04:05,FINANZAS,contabilidad,Atencion Prioritaria,,Hospitalaria Estandar,SÍ,Desocupada
REG-105048,2026-05-03 09:04:40,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-390,Hospitalaria Estandar,NO,Ocupada
REG-105049,2026-05-03 09:05:15,FINANZAS,contabilidad,UCI Adultos,CAM-134,Camilla de Transporte,SÍ,Desocupada
REG-105050,2026-05-03 09:05:50,FINANZAS,Costos e Insumos,Pasillo Urgencias,CAM-880,camilla,SÍ,Ocupada
REG-105051,2026-05-03 09:06:25,FINANZAS,Tesoreria,Uci Pediatria,CAM-452,Cuna Pediatrica,Si,Desocupada
REG-105052,2026-05-03 09:07:00,MEDICO,Urgenciologo,Atencion Prioritaria,CAM-693,Hospitalaria Estandar,,Ocupada
REG-105053,2026-05-03 09:07:35,MEDICO,Urgenciologo,SALA DE OPERACIONES,CAM-874,Hospitalaria Estandar,SÍ,SI
REG-105054,2026-05-03 09:08:10,MEDICO,Pediatra,URGENCIAS,CAM-960,Cuna Pediatrica,Si,SI
REG-105055,2026-05-03 09:08:45,ADMINISTRATIVO,Auditoria Medica,Piso 3 - Hospitalizacion,CAM-824,Hospitalaria Estandar,SI,Ocupada
REG-105056,2026-05-03 09:09:20,FINANZAS,Tesoreria,Pasillo Urgencias,,Cuna Pediatrica,no,NO
REG-105057,2026-05-03 09:09:55,ADMINISTRATIVO,facturacion,sala de operaciones,,Camilla de Transporte,NO,NO
REG-105058,2026-05-03 09:10:30,MEDICO,Anestesiologo,Area Administrativa,CAM-951,Cama UCI Electrica,,Desocupada
REG-105059,2026-05-03 09:11:05,MEDICO,Pediatra,SALA DE OPERACIONES,CAM-695,Camilla de Transporte,no,NO
REG-105060,2026-05-03 09:11:40,ADMINISTRATIVO,Admitido,URGENCIAS,CAM-673,camilla,,SI
REG-105061,2026-05-03 09:12:15,ADMINISTRATIVO,Admitido,Piso 3 - Hospitalizacion,CAM-247,Camilla de Transporte,,SI
REG-105062,2026-05-03 09:12:50,FINANZAS,CIRUJANO,SALA DE OPERACIONES,,camilla,SI,Ocupada
REG-105063,2026-05-03 09:13:25,MEDICO,Cirujano General,Atencion Prioritaria,CAM-285,,NO,NO
REG-105064,2026-05-03 09:14:00,MEDICO,Pediatra,Piso 3 - Hospitalizacion,CAM-207,Camilla de Transporte,NO,Ocupada
REG-105065,2026-05-03 09:14:35,ADMINISTRATIVO,facturacion,Finanzas,CAM-368,Cuna Pediatrica,Si,Desocupada
REG-105066,2026-05-03 09:15:10,FINANZAS,Costos e Insumos,UCI Adultos,,Camilla de Transporte,NO,NO
REG-105067,2026-05-03 09:15:45,FINANZAS,Costos e Insumos,Urgencias,CAM-587,camilla,NO,Ocupada
REG-105068,2026-05-03 09:16:20,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-130,camilla,no,Ocupada
REG-105069,2026-05-03 09:16:55,FINANZAS,Contabilidad,Pasillo Urgencias,CAM-377,camilla,no,SI
REG-105070,2026-05-03 09:17:30,MEDICO,Urgenciologo,URGENCIAS,CAM-846,Cuna Pediatrica,Si,Ocupada
REG-105071,2026-05-03 09:18:05,MEDICO,Urgenciologo,Uci Pediatria,CAM-322,Cama UCI Electrica,NO,Desocupada
REG-105072,2026-05-03 09:18:40,ADMINISTRATIVO,Admitido,UCI Adultos,CAM-185,Cuna Pediatrica,NO,Ocupada
REG-105073,2026-05-03 09:19:15,ADMINISTRATIVO,Admitido,Urgencias,CAM-773,Camilla de Transporte,SÍ,Ocupada
REG-105074,2026-05-03 09:19:50,ADMINISTRATIVO,Admitido,URGENCIAS,CAM-884,Cama UCI Electrica,Si,NO
REG-105075,2026-05-03 09:20:25,ADMINISTRATIVO,Auditoria Medica,atencion prioritaria,CAM-427,camilla,Si,Desocupada
REG-105076,2026-05-03 09:21:00,MEDICO,CIRUJANO,Pasillo Urgencias,CAM-968,Cama UCI Electrica,no,SI
REG-105077,2026-05-03 09:21:35,MEDICO,urgenciologo,Urgencias,CAM-530,Cama UCI Electrica,,NO
REG-105078,2026-05-03 09:22:10,FINANZAS,facturacion,SALA DE OPERACIONES,CAM-856,Cuna Pediatrica,SÍ,NO
REG-105079,2026-05-03 09:22:45,FINANZAS,Tesoreria,sala de operaciones,CAM-719,Camilla de Transporte,,Ocupada
REG-105080,2026-05-03 09:23:20,MEDICO,Pediatra,atencion prioritaria,CAM-697,Hospitalaria Estandar,Si,SI
REG-105081,2026-05-03 09:23:55,ADMINISTRATIVO,Facturacion,sala de operaciones,CAM-561,Hospitalaria Estandar,,Desocupada
REG-105082,2026-05-03 09:24:30,FINANZAS,contabilidad,sala de operaciones,CAM-865,Camilla de Transporte,,Desocupada
REG-105083,2026-05-03 09:25:05,FINANZAS,Tesoreria,atencion prioritaria,CAM-592,Hospitalaria Estandar,,SI
REG-105084,2026-05-03 09:25:40,ADMINISTRATIVO,Admitido,SALA DE OPERACIONES,CAM-242,camilla,,SI
REG-105085,2026-05-03 09:26:15,MEDICO,Urgenciologo,Urgencias,CAM-239,camilla,NO,Ocupada
REG-105086,2026-05-03 09:26:50,FINANZAS,Admitido,SALA DE OPERACIONES,,Hospitalaria Estandar,,SI
REG-105087,2026-05-03 09:27:25,ADMINISTRATIVO,Talento Humano,Area Administrativa,CAM-589,Hospitalaria Estandar,SI,Ocupada
REG-105088,2026-05-03 09:28:00,MEDICO,CIRUJANO,URGENCIAS,CAM-364,Camilla de Transporte,SI,SI
REG-105089,2026-05-03 09:28:35,ADMINISTRATIVO,Admitido,Atencion Prioritaria,CAM-694,Hospitalaria Estandar,Si,SI
REG-105090,2026-05-03 09:29:10,FINANZAS,Tesoreria,UCI Adultos,CAM-240,Hospitalaria Estandar,,Ocupada
REG-105091,2026-05-03 09:29:45,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-631,camilla,no,SI
REG-105092,2026-05-03 09:30:20,MEDICO,Anestesiologo,URGENCIAS,CAM-345,Hospitalaria Estandar,,Desocupada
REG-105093,2026-05-03 09:30:55,ADMINISTRATIVO,facturacion,Uci Pediatria,CAM-443,Camilla de Transporte,,Desocupada
REG-105094,2026-05-03 09:31:30,MEDICO,Cirujano General,Atencion Prioritaria,CAM-927,Camilla de Transporte,SÍ,Desocupada
REG-105095,2026-05-03 09:32:05,ADMINISTRATIVO,Auditoria Medica,atencion prioritaria,CAM-837,Cama UCI Electrica,NO,SI
REG-105096,2026-05-03 09:32:40,ADMINISTRATIVO,Facturacion,URGENCIAS,CAM-989,Cama UCI Electrica,,Ocupada
REG-105097,2026-05-03 09:33:15,ADMINISTRATIVO,Talento Humano,Pasillo Urgencias,CAM-854,Cuna Pediatrica,no,Ocupada
REG-105098,2026-05-03 09:33:50,MEDICO,Pediatra,Atencion Prioritaria,CAM-847,Cama UCI Electrica,SI,NO
REG-105099,2026-05-03 09:34:25,ADMINISTRATIVO,facturacion,Uci Pediatria,CAM-700,Hospitalaria Estandar,,Ocupada
REG-105100,2026-05-03 09:35:00,FINANZAS,Tesoreria,SALA DE OPERACIONES,CAM-477,Cama UCI Electrica,NO,Desocupada
REG-105101,2026-05-03 09:35:35,FINANZAS,contabilidad,Area Administrativa,CAM-724,Cama UCI Electrica,no,NO
REG-105102,2026-05-03 09:36:10,MEDICO,CIRUJANO,UCI Adultos,CAM-828,Hospitalaria Estandar,NO,NO
REG-105103,2026-05-03 09:36:45,ADMINISTRATIVO,Auditoria Medica,Pasillo Urgencias,CAM-452,camilla,,SI
REG-105104,2026-05-03 09:37:20,MEDICO,Urgenciologo,atencion prioritaria,CAM-759,Cama UCI Electrica,NO,SI
REG-105105,2026-05-03 09:37:55,FINANZAS,urgenciologo,SALA DE OPERACIONES,,Cuna Pediatrica,SI,Ocupada
REG-105106,2026-05-03 09:38:30,MEDICO,Pediatra,Urgencias,CAM-224,Hospitalaria Estandar,,Ocupada
REG-105107,2026-05-03 09:39:05,FINANZAS,Tesoreria,Pasillo Urgencias,CAM-534,,SÍ,Desocupada
REG-105108,2026-05-03 09:39:40,FINANZAS,Contabilidad,SALA DE OPERACIONES,CAM-511,Hospitalaria Estandar,,NO
REG-105109,2026-05-03 09:40:15,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-922,Hospitalaria Estandar,SÍ,NO
REG-105110,2026-05-03 09:40:50,FINANZAS,contabilidad,Urgencias,CAM-656,Camilla de Transporte,Si,Ocupada
REG-105111,2026-05-03 09:41:25,ADMINISTRATIVO,facturacion,SALA DE OPERACIONES,CAM-118,Cuna Pediatrica,SI,Desocupada
REG-105112,2026-05-03 09:42:00,MEDICO,Pediatra,Finanzas,CAM-818,,,Ocupada
REG-105113,2026-05-03 09:42:35,ADMINISTRATIVO,facturacion,atencion prioritaria,CAM-454,Cuna Pediatrica,NO,Desocupada
REG-105114,2026-05-03 09:43:10,FINANZAS,Costos e Insumos,Atencion Prioritaria,CAM-701,Camilla de Transporte,,Desocupada
REG-105115,2026-05-03 09:43:45,ADMINISTRATIVO,facturacion,SALA DE OPERACIONES,CAM-294,camilla,NO,SI
REG-105116,2026-05-03 09:44:20,FINANZAS,Contabilidad,Pasillo Urgencias,CAM-714,Cuna Pediatrica,Si,Ocupada
REG-105117,2026-05-03 09:44:55,ADMINISTRATIVO,Admitido,atencion prioritaria,CAM-258,Cuna Pediatrica,SÍ,SI
REG-105118,2026-05-03 09:45:30,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-248,camilla,,Ocupada
REG-105119,2026-05-03 09:46:05,ADMINISTRATIVO,Facturacion,Piso 3 - Hospitalizacion,,Camilla de Transporte,SI,Ocupada
REG-105120,2026-05-03 09:46:40,ADMINISTRATIVO,facturacion,URGENCIAS,CAM-262,Cama UCI Electrica,,Desocupada
REG-105121,2026-05-03 09:47:15,MEDICO,Pediatra,Urgencias,CAM-224,camilla,SÍ,NO
REG-105122,2026-05-03 09:47:50,MEDICO,Cirujano General,Finanzas,CAM-691,camilla,SI,SI
REG-105123,2026-05-03 09:48:25,MEDICO,Pediatra,URGENCIAS,CAM-606,Cuna Pediatrica,,NO
REG-105124,2026-05-03 09:49:00,MEDICO,Anestesiologo,Uci Pediatria,CAM-844,Cama UCI Electrica,no,Desocupada
REG-105125,2026-05-03 09:49:35,FINANZAS,Tesoreria,Uci Pediatria,CAM-830,Camilla de Transporte,SI,Desocupada
REG-105126,2026-05-03 09:50:10,FINANZAS,Tesoreria,Atencion Prioritaria,CAM-124,camilla,SI,Desocupada
REG-105127,2026-05-03 09:50:45,ADMINISTRATIVO,facturacion,sala de operaciones,CAM-300,Camilla de Transporte,no,SI
REG-105128,2026-05-03 09:51:20,ADMINISTRATIVO,,URGENCIAS,CAM-878,Hospitalaria Estandar,,NO
REG-105129,2026-05-03 09:51:55,MEDICO,Pediatra,Uci Pediatria,CAM-550,Hospitalaria Estandar,NO,Desocupada
REG-105130,2026-05-03 09:52:30,FINANZAS,Tesoreria,sala de operaciones,CAM-674,Hospitalaria Estandar,,SI
REG-105131,2026-05-03 09:53:05,FINANZAS,Contabilidad,SALA DE OPERACIONES,CAM-554,Cama UCI Electrica,,SI
REG-105132,2026-05-03 09:53:40,ADMINISTRATIVO,Admitido,Pasillo Urgencias,CAM-923,Camilla de Transporte,SI,NO
REG-105133,2026-05-03 09:54:15,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-696,Camilla de Transporte,NO,Desocupada
REG-105134,2026-05-03 09:54:50,FINANZAS,Costos e Insumos,Area Administrativa,CAM-823,Camilla de Transporte,Si,NO
REG-105135,2026-05-03 09:55:25,FINANZAS,CIRUJANO,SALA DE OPERACIONES,CAM-557,Hospitalaria Estandar,Si,SI
REG-105136,2026-05-03 09:56:00,FINANZAS,Costos e Insumos,atencion prioritaria,CAM-539,camilla,no,SI
REG-105137,2026-05-03 09:56:35,ADMINISTRATIVO,Admitido,Urgencias,CAM-190,Hospitalaria Estandar,NO,Desocupada
REG-105138,2026-05-03 09:57:10,ADMINISTRATIVO,Facturacion,UCI Adultos,CAM-215,Camilla de Transporte,Si,Desocupada
REG-105139,2026-05-03 09:57:45,MEDICO,Pediatra,UCI Adultos,CAM-461,Cuna Pediatrica,NO,SI
REG-105140,2026-05-03 09:58:20,MEDICO,urgenciologo,Urgencias,CAM-392,Cuna Pediatrica,NO,Desocupada
